province_code,district_code,subdistrict_code,province_name,district_name,subdistrict_name
10,01,0100,กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง
10,01,0200,กรุงเทพมหานคร,เขตพระนคร,วังบูรพาภิรมย์
10,01,0300,กรุงเทพมหานคร,เขตพระนคร,วัดราชบพิธ
10,01,0400,กรุงเทพมหานคร,เขตพระนคร,สำราญราษฎร์
10,01,0500,กรุงเทพมหานคร,เขตพระนคร,ศาลเจ้าพ่อเสือ
10,01,0600,กรุงเทพมหานคร,เขตพระนคร,เสาชิงช้า
10,01,0700,กรุงเทพมหานคร,เขตพระนคร,บวรนิเวศ
10,01,0800,กรุงเทพมหานคร,เขตพระนคร,ตลาดยอด
10,01,0900,กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม
10,01,1000,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม
10,01,1100,กรุงเทพมหานคร,เขตพระนคร,บางขุนพรหม
10,01,1200,กรุงเทพมหานคร,เขตพระนคร,วัดสามพระยา
10,02,0100,กรุงเทพมหานคร,เขตดุสิต,ดุสิต
10,02,0200,กรุงเทพมหานคร,เขตดุสิต,วชิรพยาบาล
10,02,0300,กรุงเทพมหานคร,เขตดุสิต,สวนจิตรลดา
10,02,0400,กรุงเทพมหานคร,เขตดุสิต,สี่แยกมหานาค
10,02,0600,กรุงเทพมหานคร,เขตดุสิต,ถนนนครไชยศรี
10,03,0100,กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย
10,03,0200,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก
10,03,0300,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบ
10,03,0400,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบสอง
10,03,0500,กรุงเทพมหานคร,เขตหนองจอก,โคกแฝด
10,03,0600,กรุงเทพมหานคร,เขตหนองจอก,คู้ฝั่งเหนือ
10,03,0700,กรุงเทพมหานคร,เขตหนองจอก,ลำผักชี
10,03,0800,กรุงเทพมหานคร,เขตหนองจอก,ลำต้อยติ่ง
10,04,0100,กรุงเทพมหานคร,เขตบางรัก,มหาพฤฒาราม
10,04,0200,กรุงเทพมหานคร,เขตบางรัก,สีลม
10,04,0300,กรุงเทพมหานคร,เขตบางรัก,สุริยวงศ์
10,04,0400,กรุงเทพมหานคร,เขตบางรัก,บางรัก
10,04,0500,กรุงเทพมหานคร,เขตบางรัก,สี่พระยา
10,05,0200,กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์
10,05,0800,กรุงเทพมหานคร,เขตบางเขน,ท่าแร้ง
10,06,0100,กรุงเทพมหานคร,เขตบางกะปิ,คลองจั่น
10,06,0200,กรุงเทพมหานคร,เขตบางกะปิ,วังทองหลาง
10,06,0800,กรุงเทพมหานคร,เขตบางกะปิ,หัวหมาก
10,07,0100,กรุงเทพมหานคร,เขตปทุมวัน,รองเมือง
10,07,0200,กรุงเทพมหานคร,เขตปทุมวัน,วังใหม่
10,07,0300,กรุงเทพมหานคร,เขตปทุมวัน,ปทุมวัน
10,07,0400,กรุงเทพมหานคร,เขตปทุมวัน,ลุมพินี
10,08,0100,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ
10,08,0200,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์
10,08,0300,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,คลองมหานาค
10,08,0400,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,บ้านบาตร
10,08,0500,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส
10,09,0500,กรุงเทพมหานคร,เขตพระโขนง,บางจาก
10,10,0100,กรุงเทพมหานคร,เขตมีนบุรี,มีนบุรี
10,10,0200,กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ
10,10,0300,กรุงเทพมหานคร,เขตมีนบุรี,สามวาตะวันตก
10,11,0100,กรุงเทพมหานคร,เขตลาดกระบัง,ลาดกระบัง
10,11,0200,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น
10,11,0300,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ
10,11,0400,กรุงเทพมหานคร,เขตลาดกระบัง,ลำปลาทิว
10,11,0500,กรุงเทพมหานคร,เขตลาดกระบัง,ทับยาว
10,11,0600,กรุงเทพมหานคร,เขตลาดกระบัง,ขุมทอง
10,12,0300,กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี
10,12,0400,กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง
10,13,0100,กรุงเทพมหานคร,เขตสัมพันธวงศ์,จักรวรรดิ
10,13,0200,กรุงเทพมหานคร,เขตสัมพันธวงศ์,สัมพันธวงศ์
10,13,0300,กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย
10,14,0100,กรุงเทพมหานคร,เขตพญาไท,สามเสนใน
10,14,0200,กรุงเทพมหานคร,เขตพญาไท,ถนนพญาไท
10,15,0100,กรุงเทพมหานคร,เขตธนบุรี,วัดกัลยาณ์
10,15,0200,กรุงเทพมหานคร,เขตธนบุรี,หิรัญรูจี
10,15,0300,กรุงเทพมหานคร,เขตธนบุรี,บางยี่เรือ
10,15,0400,กรุงเทพมหานคร,เขตธนบุรี,บุคคโล
10,15,0500,กรุงเทพมหานคร,เขตธนบุรี,ตลาดพลู
10,15,0600,กรุงเทพมหานคร,เขตธนบุรี,ดาวคะนอง
10,15,0700,กรุงเทพมหานคร,เขตธนบุรี,สำเหร่
10,16,0100,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดอรุณ
10,16,0200,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดท่าพระ
10,17,0100,กรุงเทพมหานคร,เขตห้วยขวาง,ห้วยขวาง
10,17,0200,กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ
10,17,0400,กรุงเทพมหานคร,เขตห้วยขวาง,สามเสนนอก
10,18,0100,กรุงเทพมหานคร,เขตคลองสาน,สมเด็จเจ้าพระยา
10,18,0200,กรุงเทพมหานคร,เขตคลองสาน,คลองสาน
10,18,0300,กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง
10,18,0400,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร
10,19,0100,กรุงเทพมหานคร,เขตตลิ่งชัน,คลองชักพระ
10,19,0200,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน
10,19,0300,กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี
10,19,0400,กรุงเทพมหานคร,เขตตลิ่งชัน,บางพรม
10,19,0500,กรุงเทพมหานคร,เขตตลิ่งชัน,บางระมาด
10,19,0700,กรุงเทพมหานคร,เขตตลิ่งชัน,บางเชือกหนัง
10,20,0400,กรุงเทพมหานคร,เขตบางกอกน้อย,ศิริราช
10,20,0500,กรุงเทพมหานคร,เขตบางกอกน้อย,บ้านช่างหล่อ
10,20,0600,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์
10,20,0700,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนศรี
10,20,0900,กรุงเทพมหานคร,เขตบางกอกน้อย,อรุณอมรินทร์
10,21,0500,กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม
10,21,0700,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ
10,22,0100,กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า
10,22,0200,กรุงเทพมหานคร,เขตภาษีเจริญ,บางด้วน
10,22,0300,กรุงเทพมหานคร,เขตภาษีเจริญ,บางแค
10,22,0400,กรุงเทพมหานคร,เขตภาษีเจริญ,บางแคเหนือ
10,22,0500,กรุงเทพมหานคร,เขตภาษีเจริญ,บางไผ่
10,22,0600,กรุงเทพมหานคร,เขตภาษีเจริญ,บางจาก
10,22,0700,กรุงเทพมหานคร,เขตภาษีเจริญ,บางแวก
10,22,0800,กรุงเทพมหานคร,เขตภาษีเจริญ,คลองขวาง
10,22,0900,กรุงเทพมหานคร,เขตภาษีเจริญ,ปากคลองภาษีเจริญ
10,22,1000,กรุงเทพมหานคร,เขตภาษีเจริญ,คูหาสวรรค์
10,23,0100,กรุงเทพมหานคร,เขตหนองแขม,หลักสอง
10,23,0200,กรุงเทพมหานคร,เขตหนองแขม,หนองแขม
10,23,0300,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู
10,24,0100,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ
10,24,0200,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก
10,24,0300,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางมด
10,24,0400,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ทุ่งครุ
10,25,0100,กรุงเทพมหานคร,เขตบางพลัด,บางพลัด
10,25,0200,กรุงเทพมหานคร,เขตบางพลัด,บางอ้อ
10,25,0300,กรุงเทพมหานคร,เขตบางพลัด,บางบำหรุ
10,25,0400,กรุงเทพมหานคร,เขตบางพลัด,บางยี่ขัน
10,26,0100,กรุงเทพมหานคร,เขตดินแดง,ดินแดง
10,27,0100,กรุงเทพมหานคร,เขตบึงกุ่ม,คลองกุ่ม
10,27,0200,กรุงเทพมหานคร,เขตบึงกุ่ม,สะพานสูง
10,27,0300,กรุงเทพมหานคร,เขตบึงกุ่ม,คันนายาว
10,27,0400,กรุงเทพมหานคร,เขตบึงกุ่ม,นวลจันทร์
10,27,0500,กรุงเทพมหานคร,เขตบึงกุ่ม,นวมินทร์
10,28,0100,กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน
10,28,0200,กรุงเทพมหานคร,เขตสาทร,ยานนาวา
10,28,0300,กรุงเทพมหานคร,เขตสาทร,ทุ่งมหาเมฆ
10,29,0100,กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ
10,29,0200,กรุงเทพมหานคร,เขตบางซื่อ,วงศ์สว่าง
10,30,0100,กรุงเทพมหานคร,เขตจตุจักร,ลาดยาว
10,30,0200,กรุงเทพมหานคร,เขตจตุจักร,เสนานิคม
10,30,0300,กรุงเทพมหานคร,เขตจตุจักร,จันทรเกษม
10,30,0400,กรุงเทพมหานคร,เขตจตุจักร,จอมพล
10,30,0500,กรุงเทพมหานคร,เขตจตุจักร,จตุจักร
10,31,0100,กรุงเทพมหานคร,เขตบางคอแหลม,บางคอแหลม
10,31,0200,กรุงเทพมหานคร,เขตบางคอแหลม,วัดพระยาไกร
10,31,0300,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่
10,32,0100,กรุงเทพมหานคร,เขตประเวศ,ประเวศ
10,32,0200,กรุงเทพมหานคร,เขตประเวศ,หนองบอน
10,32,0300,กรุงเทพมหานคร,เขตประเวศ,ดอกไม้
10,32,0400,กรุงเทพมหานคร,เขตประเวศ,สวนหลวง
10,33,0100,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย
10,33,0200,กรุงเทพมหานคร,เขตคลองเตย,คลองตัน
10,33,0300,กรุงเทพมหานคร,เขตคลองเตย,พระโขนง
10,33,0400,กรุงเทพมหานคร,เขตคลองเตย,คลองเตยเหนือ
10,33,0500,กรุงเทพมหานคร,เขตคลองเตย,คลองตันเหนือ
10,33,0600,กรุงเทพมหานคร,เขตคลองเตย,พระโขนงเหนือ
10,34,0100,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง
10,35,0100,กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน
10,35,0200,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ
10,35,0300,กรุงเทพมหานคร,เขตจอมทอง,บางมด
10,35,0400,กรุงเทพมหานคร,เขตจอมทอง,จอมทอง
10,36,0200,กรุงเทพมหานคร,เขตดอนเมือง,สีกัน
10,36,0300,กรุงเทพมหานคร,เขตดอนเมือง,สนามบิน
10,36,0400,กรุงเทพมหานคร,เขตดอนเมือง,ดอนเมือง
10,36,0500,กรุงเทพมหานคร,เขตดอนเมือง,สนามบิน
10,37,0100,กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท
10,37,0200,กรุงเทพมหานคร,เขตราชเทวี,ถนนพญาไท
10,37,0300,กรุงเทพมหานคร,เขตราชเทวี,ถนนเพชรบุรี
10,37,0400,กรุงเทพมหานคร,เขตราชเทวี,มักกะสัน
10,38,0100,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว
10,38,0200,กรุงเทพมหานคร,เขตลาดพร้าว,จรเข้บัว
10,39,0100,กรุงเทพมหานคร,เขตวัฒนา,คลองเตยเหนือ
10,39,0200,กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ
10,39,0300,กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ
10,40,0100,กรุงเทพมหานคร,เขตบางแค,บางแค
10,40,0200,กรุงเทพมหานคร,เขตบางแค,บางแคเหนือ
10,40,0300,กรุงเทพมหานคร,เขตบางแค,บางไผ่
10,40,0400,กรุงเทพมหานคร,เขตบางแค,หลักสอง
10,41,0100,กรุงเทพมหานคร,เขตหลักสี่,ทุ่งสองห้อง
10,41,0200,กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน
10,42,0100,กรุงเทพมหานคร,เขตสายไหม,สายไหม
10,42,0200,กรุงเทพมหานคร,เขตสายไหม,ออเงิน
10,42,0300,กรุงเทพมหานคร,เขตสายไหม,คลองถนน
10,43,0100,กรุงเทพมหานคร,เขตคันนายาว,คันนายาว
10,43,0200,กรุงเทพมหานคร,เขตคันนายาว,รามอินทรา
10,44,0100,กรุงเทพมหานคร,เขตสะพานสูง,สะพานสูง
10,45,0100,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง
10,45,0200,กรุงเทพมหานคร,เขตวังทองหลาง,พลับพลา
10,45,0300,กรุงเทพมหานคร,เขตวังทองหลาง,คลองเจ้าคุณสิงห์
10,45,0400,กรุงเทพมหานคร,เขตวังทองหลาง,สะพานสอง
10,46,0100,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันตก
10,46,0200,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันออก
10,46,0300,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน
10,46,0400,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดิน
10,46,0500,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดินใต้
10,47,0100,กรุงเทพมหานคร,เขตบางนา,บางนา
10,48,0100,กรุงเทพมหานคร,เขตทวีวัฒนา,ทวีวัฒนา
10,48,0200,กรุงเทพมหานคร,เขตทวีวัฒนา,ศาลาธรรมสพน์
10,49,0100,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด
10,49,0200,กรุงเทพมหานคร,เขตทุ่งครุ,ทุ่งครุ
10,50,0100,กรุงเทพมหานคร,เขตบางบอน,บางบอน
11,01,0100,สมุทรปราการ,เมืองสมุทรปราการ,ปากน้ำ
11,01,0200,สมุทรปราการ,เมืองสมุทรปราการ,สำโรงเหนือ
11,01,0300,สมุทรปราการ,เมืองสมุทรปราการ,บางเมือง
11,01,0400,สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้าน
11,01,0800,สมุทรปราการ,เมืองสมุทรปราการ,บางปูใหม่
11,01,1000,สมุทรปราการ,เมืองสมุทรปราการ,แพรกษา
11,01,1100,สมุทรปราการ,เมืองสมุทรปราการ,บางโปรง
11,01,1200,สมุทรปราการ,เมืองสมุทรปราการ,บางปู
11,01,1300,สมุทรปราการ,เมืองสมุทรปราการ,บางด้วน
11,01,1400,สมุทรปราการ,เมืองสมุทรปราการ,บางเมืองใหม่
11,01,1500,สมุทรปราการ,เมืองสมุทรปราการ,เทพารักษ์
11,01,1600,สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้านใหม่
11,01,1700,สมุทรปราการ,เมืองสมุทรปราการ,แพรกษาใหม่
11,02,0100,สมุทรปราการ,บางบ่อ,บางบ่อ
11,02,0200,สมุทรปราการ,บางบ่อ,บ้านระกาศ
11,02,0300,สมุทรปราการ,บางบ่อ,บางพลีน้อย
11,02,0400,สมุทรปราการ,บางบ่อ,บางเพรียง
11,02,0500,สมุทรปราการ,บางบ่อ,คลองด่าน
11,02,0600,สมุทรปราการ,บางบ่อ,คลองสวน
11,02,0700,สมุทรปราการ,บางบ่อ,เปร็ง
11,02,0800,สมุทรปราการ,บางบ่อ,คลองนิยมยาตรา
11,03,0100,สมุทรปราการ,บางพลี,บางพลีใหญ่
11,03,0200,สมุทรปราการ,บางพลี,บางแก้ว
11,03,0300,สมุทรปราการ,บางพลี,บางปลา
11,03,0400,สมุทรปราการ,บางพลี,บางโฉลง
11,03,0800,สมุทรปราการ,บางพลี,ราชาเทวะ
11,03,0900,สมุทรปราการ,บางพลี,หนองปรือ
11,04,0100,สมุทรปราการ,พระประแดง,ตลาด
11,04,0200,สมุทรปราการ,พระประแดง,บางพึ่ง
11,04,0300,สมุทรปราการ,พระประแดง,บางจาก
11,04,0400,สมุทรปราการ,พระประแดง,บางครุ
11,04,0500,สมุทรปราการ,พระประแดง,บางหญ้าแพรก
11,04,0600,สมุทรปราการ,พระประแดง,บางหัวเสือ
11,04,0700,สมุทรปราการ,พระประแดง,สำโรงใต้
11,04,0800,สมุทรปราการ,พระประแดง,บางยอ
11,04,0900,สมุทรปราการ,พระประแดง,บางกะเจ้า
11,04,1000,สมุทรปราการ,พระประแดง,บางน้ำผึ้ง
11,04,1100,สมุทรปราการ,พระประแดง,บางกระสอบ
11,04,1200,สมุทรปราการ,พระประแดง,บางกอบัว
11,04,1300,สมุทรปราการ,พระประแดง,ทรงคนอง
11,04,1400,สมุทรปราการ,พระประแดง,สำโรง
11,04,1500,สมุทรปราการ,พระประแดง,สำโรงกลาง
11,05,0100,สมุทรปราการ,พระสมุทรเจดีย์,นาเกลือ
11,05,0200,สมุทรปราการ,พระสมุทรเจดีย์,บ้านคลองสวน
11,05,0300,สมุทรปราการ,พระสมุทรเจดีย์,แหลมฟ้าผ่า
11,05,0400,สมุทรปราการ,พระสมุทรเจดีย์,ปากคลองบางปลากด
11,05,0500,สมุทรปราการ,พระสมุทรเจดีย์,ในคลองบางปลากด
11,06,0100,สมุทรปราการ,อำเภอบางเสาธง,บางเสาธง
11,06,0200,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้น้อย
11,06,0300,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้ใหญ่
12,01,0100,นนทบุรี,เมืองนนทบุรี,สวนใหญ่
12,01,0200,นนทบุรี,เมืองนนทบุรี,ตลาดขวัญ
12,01,0300,นนทบุรี,เมืองนนทบุรี,บางเขน
12,01,0400,นนทบุรี,เมืองนนทบุรี,บางกระสอ
12,01,0500,นนทบุรี,เมืองนนทบุรี,ท่าทราย
12,01,0600,นนทบุรี,เมืองนนทบุรี,บางไผ่
12,01,0700,นนทบุรี,เมืองนนทบุรี,บางศรีเมือง
12,01,0800,นนทบุรี,เมืองนนทบุรี,บางกร่าง
12,01,0900,นนทบุรี,เมืองนนทบุรี,ไทรม้า
12,01,1000,นนทบุรี,เมืองนนทบุรี,บางรักน้อย
12,02,0100,นนทบุรี,บางกรวย,วัดชลอ
12,02,0200,นนทบุรี,บางกรวย,บางกรวย
12,02,0300,นนทบุรี,บางกรวย,บางสีทอง
12,02,0400,นนทบุรี,บางกรวย,บางขนุน
12,02,0500,นนทบุรี,บางกรวย,บางขุนกอง
12,02,0600,นนทบุรี,บางกรวย,บางคูเวียง
12,02,0700,นนทบุรี,บางกรวย,มหาสวัสดิ์
12,02,0800,นนทบุรี,บางกรวย,ปลายบาง
12,02,0900,นนทบุรี,บางกรวย,ศาลากลาง
12,03,0100,นนทบุรี,บางใหญ่,บางม่วง
12,03,0200,นนทบุรี,บางใหญ่,บางแม่นาง
12,03,0300,นนทบุรี,บางใหญ่,บางเลน
12,03,0400,นนทบุรี,บางใหญ่,เสาธงหิน
12,03,0500,นนทบุรี,บางใหญ่,บางใหญ่
12,03,0600,นนทบุรี,บางใหญ่,บ้านใหม่
12,04,0100,นนทบุรี,บางบัวทอง,โสนลอย
12,04,0200,นนทบุรี,บางบัวทอง,บางบัวทอง
12,04,0300,นนทบุรี,บางบัวทอง,บางรักใหญ่
12,04,0400,นนทบุรี,บางบัวทอง,บางคูรัด
12,04,0500,นนทบุรี,บางบัวทอง,ละหาร
12,04,0600,นนทบุรี,บางบัวทอง,ลำโพ
12,04,0700,นนทบุรี,บางบัวทอง,พิมลราช
12,04,0800,นนทบุรี,บางบัวทอง,บางรักพัฒนา
12,05,0100,นนทบุรี,ไทรน้อย,ไทรน้อย
12,05,0200,นนทบุรี,ไทรน้อย,ราษฎร์นิยม
12,05,0300,นนทบุรี,ไทรน้อย,หนองเพรางาย
12,05,0400,นนทบุรี,ไทรน้อย,ไทรใหญ่
12,05,0500,นนทบุรี,ไทรน้อย,ขุนศรี
12,05,0600,นนทบุรี,ไทรน้อย,คลองขวาง
12,05,0700,นนทบุรี,ไทรน้อย,ทวีวัฒนา
12,06,0100,นนทบุรี,ปากเกร็ด,ปากเกร็ด
12,06,0200,นนทบุรี,ปากเกร็ด,บางตลาด
12,06,0300,นนทบุรี,ปากเกร็ด,บ้านใหม่
12,06,0400,นนทบุรี,ปากเกร็ด,บางพูด
12,06,0500,นนทบุรี,ปากเกร็ด,บางตะไนย์
12,06,0600,นนทบุรี,ปากเกร็ด,คลองพระอุดม
12,06,0700,นนทบุรี,ปากเกร็ด,ท่าอิฐ
12,06,0800,นนทบุรี,ปากเกร็ด,เกาะเกร็ด
12,06,0900,นนทบุรี,ปากเกร็ด,อ้อมเกร็ด
12,06,1000,นนทบุรี,ปากเกร็ด,คลองข่อย
12,06,1100,นนทบุรี,ปากเกร็ด,บางพลับ
12,06,1200,นนทบุรี,ปากเกร็ด,คลองเกลือ
13,01,0100,ปทุมธานี,เมืองปทุมธานี,บางปรอก
13,01,0200,ปทุมธานี,เมืองปทุมธานี,บ้านใหม่
13,01,0300,ปทุมธานี,เมืองปทุมธานี,บ้านกลาง
13,01,0400,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง
13,01,0500,ปทุมธานี,เมืองปทุมธานี,บ้านกระแชง
13,01,0600,ปทุมธานี,เมืองปทุมธานี,บางขะแยง
13,01,0700,ปทุมธานี,เมืองปทุมธานี,บางคูวัด
13,01,0800,ปทุมธานี,เมืองปทุมธานี,บางหลวง
13,01,0900,ปทุมธานี,เมืองปทุมธานี,บางเดื่อ
13,01,1000,ปทุมธานี,เมืองปทุมธานี,บางพูด
13,01,1100,ปทุมธานี,เมืองปทุมธานี,บางพูน
13,01,1200,ปทุมธานี,เมืองปทุมธานี,บางกะดี
13,01,1300,ปทุมธานี,เมืองปทุมธานี,สวนพริกไทย
13,01,1400,ปทุมธานี,เมืองปทุมธานี,หลักหก
13,02,0100,ปทุมธานี,คลองหลวง,คลองหนึ่ง
13,02,0200,ปทุมธานี,คลองหลวง,คลองสอง
13,02,0300,ปทุมธานี,คลองหลวง,คลองสาม
13,02,0400,ปทุมธานี,คลองหลวง,คลองสี่
13,02,0500,ปทุมธานี,คลองหลวง,คลองห้า
13,02,0600,ปทุมธานี,คลองหลวง,คลองหก
13,02,0700,ปทุมธานี,คลองหลวง,คลองเจ็ด
13,03,0100,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์
13,03,0200,ปทุมธานี,ธัญบุรี,บึงยี่โถ
13,03,0300,ปทุมธานี,ธัญบุรี,รังสิต
13,03,0400,ปทุมธานี,ธัญบุรี,ลำผักกูด
13,03,0500,ปทุมธานี,ธัญบุรี,บึงสนั่น
13,03,0600,ปทุมธานี,ธัญบุรี,บึงน้ำรักษ์
13,04,0100,ปทุมธานี,หนองเสือ,บึงบา
13,04,0200,ปทุมธานี,หนองเสือ,บึงบอน
13,04,0300,ปทุมธานี,หนองเสือ,บึงกาสาม
13,04,0400,ปทุมธานี,หนองเสือ,บึงชำอ้อ
13,04,0500,ปทุมธานี,หนองเสือ,หนองสามวัง
13,04,0600,ปทุมธานี,หนองเสือ,ศาลาครุ
13,04,0700,ปทุมธานี,หนองเสือ,นพรัตน์
13,05,0100,ปทุมธานี,ลาดหลุมแก้ว,ระแหง
13,05,0200,ปทุมธานี,ลาดหลุมแก้ว,ลาดหลุมแก้ว
13,05,0300,ปทุมธานี,ลาดหลุมแก้ว,คูบางหลวง
13,05,0400,ปทุมธานี,ลาดหลุมแก้ว,คูขวาง
13,05,0500,ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม
13,05,0600,ปทุมธานี,ลาดหลุมแก้ว,บ่อเงิน
13,05,0700,ปทุมธานี,ลาดหลุมแก้ว,หน้าไม้
13,06,0100,ปทุมธานี,ลำลูกกา,คูคต
13,06,0200,ปทุมธานี,ลำลูกกา,ลาดสวาย
13,06,0300,ปทุมธานี,ลำลูกกา,บึงคำพร้อย
13,06,0400,ปทุมธานี,ลำลูกกา,ลำลูกกา
13,06,0500,ปทุมธานี,ลำลูกกา,บึงทองหลาง
13,06,0600,ปทุมธานี,ลำลูกกา,ลำไทร
13,06,0700,ปทุมธานี,ลำลูกกา,บึงคอไห
13,06,0800,ปทุมธานี,ลำลูกกา,พืชอุดม
13,07,0100,ปทุมธานี,สามโคก,บางเตย
13,07,0200,ปทุมธานี,สามโคก,คลองควาย
13,07,0300,ปทุมธานี,สามโคก,สามโคก
13,07,0400,ปทุมธานี,สามโคก,กระแชง
13,07,0500,ปทุมธานี,สามโคก,บางโพธิ์เหนือ
13,07,0600,ปทุมธานี,สามโคก,เชียงรากใหญ่
13,07,0700,ปทุมธานี,สามโคก,บ้านปทุม
13,07,0800,ปทุมธานี,สามโคก,บ้านงิ้ว
13,07,0900,ปทุมธานี,สามโคก,เชียงรากน้อย
13,07,1000,ปทุมธานี,สามโคก,บางกระบือ
13,07,1100,ปทุมธานี,สามโคก,ท้ายเกาะ
14,01,0100,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ประตูชัย
14,01,0200,พระนครศรีอยุธยา,พระนครศรีอยุธยา,กะมัง
14,01,0300,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หอรัตนไชย
14,01,0400,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หัวรอ
14,01,0500,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ท่าวาสุกรี
14,01,0600,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ไผ่ลิง
14,01,0700,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปากกราน
14,01,0800,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ภูเขาทอง
14,01,0900,พระนครศรีอยุธยา,พระนครศรีอยุธยา,สำเภาล่ม
14,01,1000,พระนครศรีอยุธยา,พระนครศรีอยุธยา,สวนพริก
14,01,1100,พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองตะเคียน
14,01,1200,พระนครศรีอยุธยา,พระนครศรีอยุธยา,วัดตูม
14,01,1300,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หันตรา
14,01,1400,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ลุมพลี
14,01,1500,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านใหม่
14,01,1600,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านเกาะ
14,01,1700,พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสวนพลู
14,01,1800,พระนครศรีอยุธยา,พระนครศรีอยุธยา,คลองสระบัว
14,01,1900,พระนครศรีอยุธยา,พระนครศรีอยุธยา,เกาะเรียน
14,01,2000,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านป้อม
14,01,2100,พระนครศรีอยุธยา,พระนครศรีอยุธยา,บ้านรุน
