province,district,subdistrict,zipcode
กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,46180
กาฬสินธุ์,สามชัย,หนองช้าง,46180
กาฬสินธุ์,นาคู,นาคู,46160
กาฬสินธุ์,นาคู,สายนาวัง,46160
กาฬสินธุ์,นาคู,โนนนาจาน,46160
กาฬสินธุ์,นาคู,บ่อแก้ว,46160
กาฬสินธุ์,นาคู,ภูแล่นช้าง,46160
กาฬสินธุ์,ดอนจาน,ดอนจาน,46000
กาฬสินธุ์,ดอนจาน,สะอาดไชยศรี,46000
กาฬสินธุ์,ดอนจาน,ดงพยุง,46000
กาฬสินธุ์,ดอนจาน,ม่วงนา,46000
กาฬสินธุ์,ดอนจาน,นาจำปา,46000
กาฬสินธุ์,ฆ้องชัย,ฆ้องชัยพัฒนา,46130
กาฬสินธุ์,ฆ้องชัย,เหล่ากลาง,46130
กาฬสินธุ์,ฆ้องชัย,โคกสะอาด,46130
กาฬสินธุ์,ฆ้องชัย,โนนศิลาเลิง,46130
กาฬสินธุ์,ฆ้องชัย,ลำชี,46130
สกลนคร,เมืองสกลนคร,ธาตุเชิงชุม,47000
สกลนคร,เมืองสกลนคร,ขมิ้น,47220
สกลนคร,เมืองสกลนคร,งิ้วด่อน,47000
สกลนคร,เมืองสกลนคร,โนนหอม,47000
สกลนคร,เมืองสกลนคร,เชียงเครือ,47000
สกลนคร,เมืองสกลนคร,ท่าแร่,47230
สกลนคร,เมืองสกลนคร,ม่วงลาย,47000
สกลนคร,เมืองสกลนคร,ดงชน,47000
สกลนคร,เมืองสกลนคร,ห้วยยาง,47000
สกลนคร,เมืองสกลนคร,พังขว้าง,47000
สกลนคร,เมืองสกลนคร,ดงมะไฟ,47000
สกลนคร,เมืองสกลนคร,ธาตุนาเวง,47000
สกลนคร,เมืองสกลนคร,เหล่าปอแดง,47000
สกลนคร,เมืองสกลนคร,หนองลาด,47220
สกลนคร,เมืองสกลนคร,ฮางโฮง,47000
สกลนคร,เมืองสกลนคร,โคกก่อง,47000
สกลนคร,กุสุมาลย์,กุสุมาลย์,47210
สกลนคร,กุสุมาลย์,นาโพธิ์,47210
สกลนคร,กุสุมาลย์,นาเพียง,47230
สกลนคร,กุสุมาลย์,โพธิไพศาล,47210
สกลนคร,กุสุมาลย์,อุ่มจาน,47230
สกลนคร,กุดบาก,กุดบาก,47180
สกลนคร,กุดบาก,นาม่อง,47180
สกลนคร,กุดบาก,กุดไห,47180
สกลนคร,พรรณานิคม,พรรณา,47130
สกลนคร,พรรณานิคม,วังยาง,47130
สกลนคร,พรรณานิคม,พอกน้อย,47220
สกลนคร,พรรณานิคม,นาหัวบ่อ,47220
สกลนคร,พรรณานิคม,ไร่,47130
สกลนคร,พรรณานิคม,ช้างมิ่ง,47130
สกลนคร,พรรณานิคม,นาใน,47130
สกลนคร,พรรณานิคม,สว่าง,47130
สกลนคร,พรรณานิคม,บะฮี,47130
สกลนคร,พรรณานิคม,เชิงชุม,47130
สกลนคร,พังโคน,พังโคน,47160
สกลนคร,พังโคน,ม่วงไข่,47160
สกลนคร,พังโคน,แร่,47160
สกลนคร,พังโคน,ไฮหย่อง,47160
สกลนคร,พังโคน,ต้นผึ้ง,47160
สกลนคร,วาริชภูมิ,วาริชภูมิ,47150
สกลนคร,วาริชภูมิ,ปลาโหล,47150
สกลนคร,วาริชภูมิ,หนองลาด,47150
สกลนคร,วาริชภูมิ,คำบ่อ,47150
สกลนคร,วาริชภูมิ,ค้อเขียว,47150
สกลนคร,นิคมน้ำอูน,นิคมน้ำอูน,47270
สกลนคร,นิคมน้ำอูน,หนองปลิง,47270
สกลนคร,นิคมน้ำอูน,หนองบัว,47270
สกลนคร,นิคมน้ำอูน,สุวรรณคาม,47270
สกลนคร,วานรนิวาส,วานรนิวาส,47120
สกลนคร,วานรนิวาส,เดื่อศรีคันไชย,47120
สกลนคร,วานรนิวาส,ขัวก่าย,47120
สกลนคร,วานรนิวาส,หนองสนม,47120
สกลนคร,วานรนิวาส,คูสะคาม,47120
สกลนคร,วานรนิวาส,ธาตุ,47120
สกลนคร,วานรนิวาส,หนองแวง,47120
สกลนคร,วานรนิวาส,ศรีวิชัย,47120
สกลนคร,วานรนิวาส,นาซอ,47120
สกลนคร,วานรนิวาส,อินทร์แปลง,47120
สกลนคร,วานรนิวาส,นาคำ,47120
สกลนคร,วานรนิวาส,คอนสวรรค์,47120
สกลนคร,วานรนิวาส,กุดเรือคำ,47120
สกลนคร,วานรนิวาส,หนองแวงใต้,47120
สกลนคร,คำตากล้า,คำตากล้า,47250
สกลนคร,คำตากล้า,หนองบัวสิม,47250
สกลนคร,คำตากล้า,นาแต้,47250
สกลนคร,คำตากล้า,แพด,47250
สกลนคร,บ้านม่วง,ม่วง,47140
สกลนคร,บ้านม่วง,มาย,47140
สกลนคร,บ้านม่วง,ดงหม้อทอง,47140
สกลนคร,บ้านม่วง,ดงเหนือ,47140
สกลนคร,บ้านม่วง,ดงหม้อทองใต้,47140
สกลนคร,บ้านม่วง,ห้วยหลัว,47140
สกลนคร,บ้านม่วง,โนนสะอาด,47140
สกลนคร,บ้านม่วง,หนองกวั่ง,47140
สกลนคร,บ้านม่วง,บ่อแก้ว,47140
สกลนคร,อากาศอำนวย,อากาศ,47170
สกลนคร,อากาศอำนวย,โพนแพง,47170
สกลนคร,อากาศอำนวย,วาใหญ่,47170
สกลนคร,อากาศอำนวย,โพนงาม,47170
สกลนคร,อากาศอำนวย,ท่าก้อน,47170
สกลนคร,อากาศอำนวย,นาฮี,47170
สกลนคร,อากาศอำนวย,บะหว้า,47170
สกลนคร,อากาศอำนวย,สามัคคีพัฒนา,47170
สกลนคร,สว่างแดนดิน,สว่างแดนดิน,47110
สกลนคร,สว่างแดนดิน,คำสะอาด,47110
สกลนคร,สว่างแดนดิน,บ้านต้าย,47110
สกลนคร,สว่างแดนดิน,บงเหนือ,47110
สกลนคร,สว่างแดนดิน,โพนสูง,47110
สกลนคร,สว่างแดนดิน,โคกสี,47110
สกลนคร,สว่างแดนดิน,หนองหลวง,47110
สกลนคร,สว่างแดนดิน,บงใต้,47110
สกลนคร,สว่างแดนดิน,ค้อใต้,47110
สกลนคร,สว่างแดนดิน,พันนา,47240
สกลนคร,สว่างแดนดิน,แวง,47240
สกลนคร,สว่างแดนดิน,ทรายมูล,47110
สกลนคร,สว่างแดนดิน,ตาลโกน,47240
สกลนคร,สว่างแดนดิน,ตาลเนิ้ง,47240
สกลนคร,สว่างแดนดิน,ธาตุทอง,47240
สกลนคร,สว่างแดนดิน,บ้านถ่อน,47110
สกลนคร,ส่องดาว,ส่องดาว,47190
สกลนคร,ส่องดาว,ท่าศิลา,47190
สกลนคร,ส่องดาว,วัฒนา,47190
สกลนคร,ส่องดาว,ปทุมวาปี,47190
สกลนคร,เต่างอย,เต่างอย,47260
สกลนคร,เต่างอย,บึงทวาย,47260
สกลนคร,เต่างอย,นาตาล,47260
สกลนคร,เต่างอย,จันทร์เพ็ญ,47260
สกลนคร,โคกศรีสุพรรณ,ตองโขบ,47280
สกลนคร,โคกศรีสุพรรณ,เหล่าโพนค้อ,47280
สกลนคร,โคกศรีสุพรรณ,ด่านม่วงคำ,47280
สกลนคร,โคกศรีสุพรรณ,แมดนาท่ม,47280
สกลนคร,เจริญศิลป์,บ้านเหล่า,47290
สกลนคร,เจริญศิลป์,เจริญศิลป์,47290
สกลนคร,เจริญศิลป์,ทุ่งแก,47290
สกลนคร,เจริญศิลป์,โคกศิลา,47290
สกลนคร,เจริญศิลป์,หนองแปน,47290
สกลนคร,โพนนาแก้ว,บ้านโพน,47230
สกลนคร,โพนนาแก้ว,นาแก้ว,47230
สกลนคร,โพนนาแก้ว,นาตงวัฒนา,47230
สกลนคร,โพนนาแก้ว,บ้านแป้น,47230
สกลนคร,โพนนาแก้ว,เชียงสือ,47230
สกลนคร,ภูพาน,สร้างค้อ,47180
สกลนคร,ภูพาน,หลุบเลา,47180
สกลนคร,ภูพาน,โคกภู,47180
สกลนคร,ภูพาน,กกปลาซิว,47180
นครพนม,เมืองนครพนม,ในเมือง,48000
นครพนม,เมืองนครพนม,หนองแสง,48000
นครพนม,เมืองนครพนม,นาทราย,48000
นครพนม,เมืองนครพนม,นาราชควาย,48000
นครพนม,เมืองนครพนม,กุรุคุ,48000
นครพนม,เมืองนครพนม,บ้านผึ้ง,48000
นครพนม,เมืองนครพนม,อาจสามารถ,48000
นครพนม,เมืองนครพนม,ขามเฒ่า,48000
นครพนม,เมืองนครพนม,บ้านกลาง,48000
นครพนม,เมืองนครพนม,ท่าค้อ,48000
นครพนม,เมืองนครพนม,คำเตย,48000
นครพนม,เมืองนครพนม,หนองญาติ,48000
นครพนม,เมืองนครพนม,ดงขวาง,48000
นครพนม,เมืองนครพนม,วังตามัว,48000
นครพนม,เมืองนครพนม,โพธิ์ตาก,48000
นครพนม,ปลาปาก,ปลาปาก,48160
นครพนม,ปลาปาก,หนองฮี,48160
นครพนม,ปลาปาก,กุตาไก้,48160
นครพนม,ปลาปาก,โคกสว่าง,48160
นครพนม,ปลาปาก,โคกสูง,48160
นครพนม,ปลาปาก,มหาชัย,48160
นครพนม,ปลาปาก,นามะเขือ,48160
นครพนม,ปลาปาก,หนองเทาใหญ่,48160
นครพนม,ท่าอุเทน,ท่าอุเทน,48120
นครพนม,ท่าอุเทน,โนนตาล,48120
นครพนม,ท่าอุเทน,ท่าจำปา,48120
นครพนม,ท่าอุเทน,ไชยบุรี,48120
นครพนม,ท่าอุเทน,พนอม,48120
นครพนม,ท่าอุเทน,พะทาย,48120
นครพนม,ท่าอุเทน,เวินพระบาท,48120
นครพนม,ท่าอุเทน,รามราช,48120
นครพนม,ท่าอุเทน,หนองเทา,48120
นครพนม,บ้านแพง,บ้านแพง,48140
นครพนม,บ้านแพง,ไผ่ล้อม,48140
นครพนม,บ้านแพง,โพนทอง,48140
นครพนม,บ้านแพง,หนองแวง,48140
นครพนม,บ้านแพง,นางัว,48140
นครพนม,บ้านแพง,นาเข,48140
นครพนม,ธาตุพนม,ธาตุพนม,48110
นครพนม,ธาตุพนม,ฝั่งแดง,48110
นครพนม,ธาตุพนม,โพนแพง,48110
นครพนม,ธาตุพนม,พระกลางทุ่ง,48110
นครพนม,ธาตุพนม,นาถ่อน,48110
นครพนม,ธาตุพนม,แสนพัน,48110
นครพนม,ธาตุพนม,ดอนนางหงส์,48110
นครพนม,ธาตุพนม,น้ำก่ำ,48110
นครพนม,ธาตุพนม,อุ่มเหม้า,48110
นครพนม,ธาตุพนม,นาหนาด,48110
นครพนม,ธาตุพนม,กุดฉิม,48110
นครพนม,ธาตุพนม,ธาตุพนมเหนือ,48110
นครพนม,เรณูนคร,เรณู,48170
นครพนม,เรณูนคร,โพนทอง,48170
นครพนม,เรณูนคร,ท่าลาด,48170
นครพนม,เรณูนคร,นางาม,48170
นครพนม,เรณูนคร,โคกหินแฮ่,48170
นครพนม,เรณูนคร,หนองย่างชิ้น,48170
นครพนม,เรณูนคร,เรณูใต้,48170
นครพนม,เรณูนคร,นาขาม,48170
นครพนม,นาแก,นาแก,48130
นครพนม,นาแก,พระซอง,48130
นครพนม,นาแก,หนองสังข์,48130
นครพนม,นาแก,นาคู่,48130
นครพนม,นาแก,พิมาน,48130
นครพนม,นาแก,พุ่มแก,48130
นครพนม,นาแก,ก้านเหลือง,48130
นครพนม,นาแก,หนองบ่อ,48130
นครพนม,นาแก,นาเลียง,48130
นครพนม,นาแก,บ้านแก้ง,48130
นครพนม,นาแก,คำพี้,48130
นครพนม,นาแก,สีชมพู,48130
นครพนม,ศรีสงคราม,ศรีสงคราม,48150
นครพนม,ศรีสงคราม,นาเดื่อ,48150
นครพนม,ศรีสงคราม,บ้านเอื้อง,48150
นครพนม,ศรีสงคราม,สามผง,48150
นครพนม,ศรีสงคราม,ท่าบ่อสงคราม,48150
นครพนม,ศรีสงคราม,บ้านข่า,48150
นครพนม,ศรีสงคราม,นาคำ,48150
นครพนม,ศรีสงคราม,โพนสว่าง,48150
นครพนม,ศรีสงคราม,หาดแพง,48150
นครพนม,นาหว้า,นาหว้า,48180
นครพนม,นาหว้า,นางัว,48180
นครพนม,นาหว้า,บ้านเสียว,48180
นครพนม,นาหว้า,นาคูณใหญ่,48180
นครพนม,นาหว้า,เหล่าพัฒนา,48180
นครพนม,นาหว้า,ท่าเรือ,48180
นครพนม,โพนสวรรค์,โพนสวรรค์,48190
นครพนม,โพนสวรรค์,นาหัวบ่อ,48190
นครพนม,โพนสวรรค์,นาขมิ้น,48190
นครพนม,โพนสวรรค์,โพนบก,48190
นครพนม,โพนสวรรค์,บ้านค้อ,48190
นครพนม,โพนสวรรค์,โพนจาน,48190
นครพนม,โพนสวรรค์,นาใน,48190
นครพนม,นาทม,นาทม,48140
นครพนม,นาทม,หนองซน,48140
นครพนม,นาทม,ดอนเตย,48140
นครพนม,วังยาง,วังยาง,48130
นครพนม,วังยาง,โคกสี,48130
นครพนม,วังยาง,ยอดชาด,48130
นครพนม,วังยาง,หนองโพธิ์,48130
มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,49000
มุกดาหาร,เมืองมุกดาหาร,ศรีบุญเรือง,49000
มุกดาหาร,เมืองมุกดาหาร,บ้านโคก,49000
มุกดาหาร,เมืองมุกดาหาร,บางทรายใหญ่,49000
มุกดาหาร,เมืองมุกดาหาร,โพนทราย,49000
มุกดาหาร,เมืองมุกดาหาร,ผึ่งแดด,49000
มุกดาหาร,เมืองมุกดาหาร,นาโสก,49000
มุกดาหาร,เมืองมุกดาหาร,นาสีนวน,49000
มุกดาหาร,เมืองมุกดาหาร,คำป่าหลาย,49000
มุกดาหาร,เมืองมุกดาหาร,คำอาฮวน,49000
มุกดาหาร,เมืองมุกดาหาร,ดงเย็น,49000
มุกดาหาร,เมืองมุกดาหาร,ดงมอน,49000
มุกดาหาร,เมืองมุกดาหาร,กุดแข้,49000
มุกดาหาร,นิคมคำสร้อย,นิคมคำสร้อย,49130
มุกดาหาร,นิคมคำสร้อย,นากอก,49130
มุกดาหาร,นิคมคำสร้อย,หนองแวง,49130
มุกดาหาร,นิคมคำสร้อย,กกแดง,49130
มุกดาหาร,นิคมคำสร้อย,นาอุดม,49130
มุกดาหาร,นิคมคำสร้อย,โชคชัย,49130
มุกดาหาร,นิคมคำสร้อย,ร่มเกล้า,49130
มุกดาหาร,ดอนตาล,ดอนตาล,49120
มุกดาหาร,ดอนตาล,โพธิ์ไทร,49120
มุกดาหาร,ดอนตาล,ป่าไร่,49120
มุกดาหาร,ดอนตาล,เหล่าหมี,49120
มุกดาหาร,ดอนตาล,บ้านบาก,49120
มุกดาหาร,ดอนตาล,นาสะเม็ง,49120
มุกดาหาร,ดอนตาล,บ้านแก้ง,49120
มุกดาหาร,ดงหลวง,ดงหลวง,49140
มุกดาหาร,ดงหลวง,หนองบัว,49140
มุกดาหาร,ดงหลวง,กกตูม,49140
มุกดาหาร,ดงหลวง,หนองแคน,49140
มุกดาหาร,ดงหลวง,ชะโนดน้อย,49140
มุกดาหาร,ดงหลวง,พังแดง,49140
มุกดาหาร,คำชะอี,บ้านซ่ง,49110
มุกดาหาร,คำชะอี,คำชะอี,49110
มุกดาหาร,คำชะอี,หนองเอี่ยน,49110
มุกดาหาร,คำชะอี,บ้านค้อ,49110
มุกดาหาร,คำชะอี,บ้านเหล่า,49110
มุกดาหาร,คำชะอี,โพนงาม,49110
มุกดาหาร,คำชะอี,เหล่าสร้างถ่อ,49110
มุกดาหาร,คำชะอี,คำบก,49110
มุกดาหาร,คำชะอี,น้ำเที่ยง,49110
มุกดาหาร,หว้านใหญ่,หว้านใหญ่,49150
มุกดาหาร,หว้านใหญ่,ป่งขาม,49150
มุกดาหาร,หว้านใหญ่,บางทรายน้อย,49150
มุกดาหาร,หว้านใหญ่,ชะโนด,49150
มุกดาหาร,หว้านใหญ่,ดงหมู,49150
มุกดาหาร,หนองสูง,หนองสูง,49160
มุกดาหาร,หนองสูง,โนนยาง,49160
มุกดาหาร,หนองสูง,ภูวง,49160
มุกดาหาร,หนองสูง,บ้านเป้า,49160
มุกดาหาร,หนองสูง,หนองสูงใต้,49160
มุกดาหาร,หนองสูง,หนองสูงเหนือ,49160
เชียงใหม่,เมืองเชียงใหม่,ศรีภูมิ,50200
เชียงใหม่,เมืองเชียงใหม่,พระสิงห์,50200
เชียงใหม่,เมืองเชียงใหม่,หายยา,50100
เชียงใหม่,เมืองเชียงใหม่,ช้างม่อย,50300
เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,50100
เชียงใหม่,เมืองเชียงใหม่,วัดเกต,50000
เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,50300
เชียงใหม่,เมืองเชียงใหม่,สุเทพ,50200
เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,50100
เชียงใหม่,เมืองเชียงใหม่,ป่าแดด,50100
เชียงใหม่,เมืองเชียงใหม่,หนองหอย,50000
เชียงใหม่,เมืองเชียงใหม่,ท่าศาลา,50000
เชียงใหม่,เมืองเชียงใหม่,หนองป่าครั่ง,50000
เชียงใหม่,เมืองเชียงใหม่,ฟ้าฮ่าม,50000
เชียงใหม่,เมืองเชียงใหม่,ป่าตัน,50300
เชียงใหม่,เมืองเชียงใหม่,สันผีเสื้อ,50300
เชียงใหม่,จอมทอง,บ้านหลวง,50160
เชียงใหม่,จอมทอง,ข่วงเปา,50160
เชียงใหม่,จอมทอง,สบเตี๊ยะ,50160
เชียงใหม่,จอมทอง,บ้านแปะ,50240
เชียงใหม่,จอมทอง,ดอยแก้ว,50160
เชียงใหม่,จอมทอง,แม่สอย,50240
เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,50270
เชียงใหม่,แม่แจ่ม,ท่าผา,50270
เชียงใหม่,แม่แจ่ม,บ้านทับ,50270
เชียงใหม่,แม่แจ่ม,แม่ศึก,50270
เชียงใหม่,แม่แจ่ม,แม่นาจร,50270
เชียงใหม่,แม่แจ่ม,ปางหินฝน,50270
เชียงใหม่,แม่แจ่ม,กองแขก,50270
เชียงใหม่,เชียงดาว,เชียงดาว,50170
เชียงใหม่,เชียงดาว,เมืองนะ,50170
เชียงใหม่,เชียงดาว,เมืองงาย,50170
เชียงใหม่,เชียงดาว,แม่นะ,50170
เชียงใหม่,เชียงดาว,เมืองคอง,50170
เชียงใหม่,เชียงดาว,ปิงโค้ง,50170
เชียงใหม่,เชียงดาว,ทุ่งข้าวพวง,50170
เชียงใหม่,ดอยสะเก็ด,เชิงดอย,50220
เชียงใหม่,ดอยสะเก็ด,สันปูเลย,50220
เชียงใหม่,ดอยสะเก็ด,ลวงเหนือ,50220
เชียงใหม่,ดอยสะเก็ด,ป่าป้อง,50220
เชียงใหม่,ดอยสะเก็ด,สง่าบ้าน,50220
เชียงใหม่,ดอยสะเก็ด,ป่าลาน,50220
เชียงใหม่,ดอยสะเก็ด,ตลาดขวัญ,50220
เชียงใหม่,ดอยสะเก็ด,สำราญราษฎร์,50220
เชียงใหม่,ดอยสะเก็ด,แม่คือ,50220
เชียงใหม่,ดอยสะเก็ด,ตลาดใหญ่,50220
เชียงใหม่,ดอยสะเก็ด,แม่ฮ้อยเงิน,50220
เชียงใหม่,ดอยสะเก็ด,แม่โป่ง,50220
เชียงใหม่,ดอยสะเก็ด,ป่าเมี่ยง,50220
เชียงใหม่,ดอยสะเก็ด,เทพเสด็จ,50220
เชียงใหม่,แม่แตง,สันมหาพน,50150
เชียงใหม่,แม่แตง,แม่แตง,50150
เชียงใหม่,แม่แตง,ขี้เหล็ก,50150
เชียงใหม่,แม่แตง,ช่อแล,50150
เชียงใหม่,แม่แตง,แม่หอพระ,50150
เชียงใหม่,แม่แตง,สบเปิง,50150
เชียงใหม่,แม่แตง,บ้านเป้า,50150
เชียงใหม่,แม่แตง,สันป่ายาง,50330
เชียงใหม่,แม่แตง,ป่าแป๋,50150
เชียงใหม่,แม่แตง,เมืองก๋าย,50150
เชียงใหม่,แม่แตง,บ้านช้าง,50150
เชียงใหม่,แม่แตง,กื้ดช้าง,50150
เชียงใหม่,แม่แตง,อินทขิล,50150
เชียงใหม่,แม่แตง,สมก๋าย,50150
เชียงใหม่,แม่ริม,ริมใต้,50180
เชียงใหม่,แม่ริม,ริมเหนือ,50180
เชียงใหม่,แม่ริม,สันโป่ง,50180
เชียงใหม่,แม่ริม,ขี้เหล็ก,50180
เชียงใหม่,แม่ริม,สะลวง,50330
เชียงใหม่,แม่ริม,ห้วยทราย,50180
เชียงใหม่,แม่ริม,แม่แรม,50180
เชียงใหม่,แม่ริม,โป่งแยง,50180
เชียงใหม่,แม่ริม,แม่สา,50180
เชียงใหม่,แม่ริม,ดอนแก้ว,50180
เชียงใหม่,แม่ริม,เหมืองแก้ว,50180
เชียงใหม่,สะเมิง,สะเมิงใต้,50250
เชียงใหม่,สะเมิง,สะเมิงเหนือ,50250
เชียงใหม่,สะเมิง,แม่สาบ,50250
เชียงใหม่,สะเมิง,บ่อแก้ว,50250
เชียงใหม่,สะเมิง,ยั้งเมิน,50250
เชียงใหม่,ฝาง,เวียง,50110
เชียงใหม่,ฝาง,ม่อนปิ่น,50110
เชียงใหม่,ฝาง,แม่งอน,50320
เชียงใหม่,ฝาง,แม่สูน,50110
เชียงใหม่,ฝาง,สันทราย,50110
เชียงใหม่,ฝาง,แม่คะ,50110
เชียงใหม่,ฝาง,แม่ข่า,50320
เชียงใหม่,ฝาง,โป่งน้ำร้อน,50110
เชียงใหม่,แม่อาย,แม่อาย,50280
เชียงใหม่,แม่อาย,แม่สาว,50280
เชียงใหม่,แม่อาย,สันต้นหมื้อ,50280
เชียงใหม่,แม่อาย,แม่นาวาง,50280
เชียงใหม่,แม่อาย,ท่าตอน,50280
เชียงใหม่,แม่อาย,บ้านหลวง,50280
เชียงใหม่,แม่อาย,มะลิกา,50280
เชียงใหม่,พร้าว,เวียง,50190
เชียงใหม่,พร้าว,ทุ่งหลวง,50190
เชียงใหม่,พร้าว,ป่าตุ้ม,50190
เชียงใหม่,พร้าว,ป่าไหน่,50190
เชียงใหม่,พร้าว,สันทราย,50190
เชียงใหม่,พร้าว,บ้านโป่ง,50190
เชียงใหม่,พร้าว,น้ำแพร่,50190
เชียงใหม่,พร้าว,เขื่อนผาก,50190
เชียงใหม่,พร้าว,แม่แวน,50190
เชียงใหม่,พร้าว,แม่ปั๋ง,50190
เชียงใหม่,พร้าว,โหล่งขอด,50190
เชียงใหม่,สันป่าตอง,ยุหว่า,50120
เชียงใหม่,สันป่าตอง,สันกลาง,50120
เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,50120
เชียงใหม่,สันป่าตอง,มะขามหลวง,50120
เชียงใหม่,สันป่าตอง,แม่ก๊า,50120
เชียงใหม่,สันป่าตอง,บ้านแม,50120
เชียงใหม่,สันป่าตอง,บ้านกลาง,50120
เชียงใหม่,สันป่าตอง,ทุ่งสะโตก,50120
เชียงใหม่,สันป่าตอง,ทุ่งต้อม,50120
เชียงใหม่,สันป่าตอง,น้ำบ่อหลวง,50120
เชียงใหม่,สันป่าตอง,มะขุนหวาน,50120
เชียงใหม่,สันกำแพง,สันกำแพง,50130
เชียงใหม่,สันกำแพง,ทรายมูล,50130
เชียงใหม่,สันกำแพง,ร้องวัวแดง,50130
เชียงใหม่,สันกำแพง,บวกค้าง,50130
เชียงใหม่,สันกำแพง,แช่ช้าง,50130
เชียงใหม่,สันกำแพง,ออนใต้,50130
เชียงใหม่,สันกำแพง,แม่ปูคา,50130
เชียงใหม่,สันกำแพง,ห้วยทราย,50130
เชียงใหม่,สันกำแพง,ต้นเปา,50130
เชียงใหม่,สันกำแพง,สันกลาง,50130
เชียงใหม่,สันทราย,สันทรายหลวง,50210
เชียงใหม่,สันทราย,สันทรายน้อย,50210
เชียงใหม่,สันทราย,สันพระเนตร,50210
เชียงใหม่,สันทราย,สันนาเม็ง,50210
เชียงใหม่,สันทราย,สันป่าเปา,50210
เชียงใหม่,สันทราย,หนองแหย่ง,50210
เชียงใหม่,สันทราย,หนองจ๊อม,50210
เชียงใหม่,สันทราย,หนองหาร,50290
เชียงใหม่,สันทราย,แม่แฝก,50290
เชียงใหม่,สันทราย,แม่แฝกใหม่,50290
เชียงใหม่,สันทราย,เมืองเล็น,50210
เชียงใหม่,สันทราย,ป่าไผ่,50210
เชียงใหม่,หางดง,หางดง,50230
เชียงใหม่,หางดง,หนองแก๋ว,50230
เชียงใหม่,หางดง,หารแก้ว,50230
เชียงใหม่,หางดง,หนองตอง,50340
เชียงใหม่,หางดง,ขุนคง,50230
เชียงใหม่,หางดง,สบแม่ข่า,50230
เชียงใหม่,หางดง,บ้านแหวน,50230
เชียงใหม่,หางดง,สันผักหวาน,50230
เชียงใหม่,หางดง,หนองควาย,50230
เชียงใหม่,หางดง,บ้านปง,50230
เชียงใหม่,หางดง,น้ำแพร่,50230
เชียงใหม่,ฮอด,หางดง,50240
เชียงใหม่,ฮอด,ฮอด,50240
เชียงใหม่,ฮอด,บ้านตาล,50240
เชียงใหม่,ฮอด,บ่อหลวง,50240
เชียงใหม่,ฮอด,บ่อสลี,50240
เชียงใหม่,ฮอด,นาคอเรือ,50240
เชียงใหม่,ดอยเต่า,ดอยเต่า,50260
เชียงใหม่,ดอยเต่า,ท่าเดื่อ,50260
เชียงใหม่,ดอยเต่า,มืดกา,50260
เชียงใหม่,ดอยเต่า,บ้านแอ่น,50260
เชียงใหม่,ดอยเต่า,บงตัน,50260
เชียงใหม่,ดอยเต่า,โปงทุ่ง,50260
เชียงใหม่,อมก๋อย,อมก๋อย,50310
เชียงใหม่,อมก๋อย,ยางเปียง,50310
เชียงใหม่,อมก๋อย,แม่ตื่น,50310
เชียงใหม่,อมก๋อย,ม่อนจอง,50310
เชียงใหม่,อมก๋อย,สบโขง,50310
เชียงใหม่,อมก๋อย,นาเกียน,50310
เชียงใหม่,สารภี,ยางเนิ้ง,50140
เชียงใหม่,สารภี,สารภี,50140
เชียงใหม่,สารภี,ชมภู,50140
เชียงใหม่,สารภี,ไชยสถาน,50140
เชียงใหม่,สารภี,ขัวมุง,50140
เชียงใหม่,สารภี,หนองแฝก,50140
เชียงใหม่,สารภี,หนองผึ้ง,50140
เชียงใหม่,สารภี,ท่ากว้าง,50140
เชียงใหม่,สารภี,ดอนแก้ว,50140
เชียงใหม่,สารภี,ท่าวังตาล,50140
เชียงใหม่,สารภี,สันทราย,50140
เชียงใหม่,สารภี,ป่าบง,50140
เชียงใหม่,เวียงแหง,เมืองแหง,50350
เชียงใหม่,เวียงแหง,เปียงหลวง,50350
เชียงใหม่,เวียงแหง,แสนไห,50350
เชียงใหม่,ไชยปราการ,ปงตำ,50320
เชียงใหม่,ไชยปราการ,ศรีดงเย็น,50320
เชียงใหม่,ไชยปราการ,แม่ทะลบ,50320
เชียงใหม่,ไชยปราการ,หนองบัว,50320
เชียงใหม่,แม่วาง,บ้านกาด,50360
เชียงใหม่,แม่วาง,ทุ่งปี๊,50360
เชียงใหม่,แม่วาง,ทุ่งรวงทอง,50360
เชียงใหม่,แม่วาง,แม่วิน,50360
เชียงใหม่,แม่วาง,ดอนเปา,50360
เชียงใหม่,แม่ออน,ออนเหนือ,50130
เชียงใหม่,แม่ออน,ออนกลาง,50130
เชียงใหม่,แม่ออน,บ้านสหกรณ์,50130
เชียงใหม่,แม่ออน,ห้วยแก้ว,50130
เชียงใหม่,แม่ออน,แม่ทา,50130
เชียงใหม่,แม่ออน,ทาเหนือ,50130
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50160
เชียงใหม่,ดอยหล่อ,สองแคว,50160
เชียงใหม่,ดอยหล่อ,ยางคราม,50160
เชียงใหม่,ดอยหล่อ,สันติสุข,50160
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,58130
